utterance,category,intent
could you ask Alexa how I could notifyy a problem making a payment ?,PAYMENT,payment_issue
check the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
can you tell me if I can check my deliveries?,ORDER,track_order
can I create several online accounts with a single email address?,ACCOUNT,create_account
"could you ask Alexa how to report payment issues, please?",PAYMENT,payment_issue
"i wanna retrieve my account password, what do i  have to do?",ACCOUNT,recover_password
where do I see the status of my refund?,REFUNDS,track_refund
can u ask alexa if i can solve a payment issue?,PAYMENT,payment_issue
could I remove my fucking profile?,ACCOUNT,delete_account
"I got an error message when I tried to make a payment, but I was charged anyway and I want to report it",PAYMENT,payment_issue
tell me what the number of Customer Support is,CONTACT,contact_customer_service
"please, can you ask Alexa how to change my purchase?",ORDER,change_order
"i want information, how can i contact customer support?",CONTACT,contact_customer_service
help me close my profile,ACCOUNT,delete_account
"I got an error when I tried to pay, but I was charged anyway, can you notify it?",PAYMENT,payment_issue
"i got an error when i attempted to make a payment, but i was charged anyway, help me inform of it",PAYMENT,payment_issue
"I changed my mind, what should I do to close my account?",ACCOUNT,delete_account
I'm interested in your money back policy and I need informtaion abuot it,REFUNDS,check_refund_policy
tell me if I can request a bill,INVOICES,get_invoice
"i dont have a fucking shipping address, what do i have to do to set it up?",SHIPPING,set_up_shipping_address
"I have no online account, help me register",ACCOUNT,create_account
"please, could u ask alexa if i could create an account?",ACCOUNT,create_account
can you show me the delivery period for my tickets?,DELIVERY,delivery_period
"I changed my mind, what should I do to cancel my profile?",ACCOUNT,delete_account
can you give me information about the ticket delivery options?,DELIVERY,delivery_options
"i wannaq obtai a reimbursement, can u help me?",REFUNDS,get_refund
what can i get a refund for?,REFUNDS,get_refund
"i cant remember my account password, i need hjelp retrieving it",ACCOUNT,recover_password
"someone stole my account password, what do I have to do?",ACCOUNT,recover_password
"i want to obtain a bill, caan you show me some information?",INVOICES,get_invoice
"I don't know anything about your refund policy, tell me about it",REFUNDS,check_refund_policy
"please, ask alexa how i can contact customer support",CONTACT,contact_customer_service
tell me how to subscribe to the newsletter,NEWSLETTER,newsletter_subscription
"u are not helping, help me contact someone",CONTACT,contact_human_agent
"an error message pops when I attempt to pay, what should I do?",PAYMENT,payment_issue
"I want to check your payment methods, what do I have to do?",PAYMENT,check_payment_methods
"please, can you ask alexa if I can track my shipment?",ORDER,track_order
"please, can you ask Alexa where I can see my invoices?",INVOICES,check_invoices
where can I report a problem  making a payment?,PAYMENT,payment_issue
"the concert was cancelled, how do I request a reimbursement?",REFUNDS,get_refund
"I want to track my shipments, can you tell me where to do it?",ORDER,track_order
"I changed my mind, what can I do to cancel my profile?",ACCOUNT,delete_account
"someone stole my password, what should I do?",ACCOUNT,recover_password
"I purchased soemthing, can i chbange my purchase?",ORDER,change_order
"i wanna notify a payment issue, what should i do?",PAYMENT,payment_issue
"I got an error when I tried to pay, but I was charged anyway, what should I do to inform of it?",PAYMENT,payment_issue
"please, can you ask Alexa where I can inform of fucking payment problems?",PAYMENT,payment_issue
i wanna know how go know where my package is,ORDER,track_order
"I got an error when I tried to make a payment, but I was charged anyway, how can I inform of it?",PAYMENT,payment_issue
can i report an issue paying?,PAYMENT,payment_issue
ask alexa to provide information about my invoice,INVOICES,check_invoices
could u ask alexa if I could track my packages?,ORDER,track_order
how do i report problems with my payment?,PAYMENT,payment_issue
"I need a usre account, what do I have to do to create one ?",ACCOUNT,create_account
"I want to file a review, what do I have to do?",FEEDBACK,review
ask alexa where i can delete my online account,ACCOUNT,delete_account
I want to get information about downloading some invoices,INVOICES,get_invoice
i need an online account and i want to create one,ACCOUNT,create_account
how to contact client service,CONTACT,contact_customer_service
"I lost my password, I need hlp recovering it",ACCOUNT,recover_password
"I got an error message when I tried to make a payment, but I was charged anyway, I need help informing of it",PAYMENT,payment_issue
can you tell me what the email address of Client Service is?,CONTACT,contact_customer_service
"ive got no fucking online account, i need help registering",ACCOUNT,create_account
I found a problem while creating an account,ACCOUNT,registration_problems
"I don't like the service, I need help making a consumer complaint",FEEDBACK,complaint
whats thd phone number of client service?,CONTACT,contact_customer_service
could u askalexa ohw to check their fucking money back guarantee?,REFUNDS,check_refund_policy
i can't find my bill and i want to see it,INVOICES,check_invoices
"I want to create an online account, what can I do?",ACCOUNT,create_account
where canm I  view my invoices?,INVOICES,check_invoices
"you're not helping, could I contact a human agent, please?",CONTACT,contact_human_agent
"please, could you ask lAexa how I can receive a refund?",REFUNDS,get_refund
"I have a problem making a payment , how can I report it?",PAYMENT,payment_issue
"I got an error when I tried to make a payment, but I was charged anyway, help me notify it ,  please",PAYMENT,payment_issue
I don't have an account and I want to open one,ACCOUNT,create_account
where to notify problems with my payment,PAYMENT,payment_issue
"I have an issue paying for my order, can I inform of it?",PAYMENT,payment_issue
"someone stole my account password, can I reset it?",ACCOUNT,recover_password
"I wanna ask for informztion about getting some invocies, please",INVOICES,get_invoice
I want to know if I can register more than one user account with a single email,ACCOUNT,create_account
how to solve a problem making a  payment,PAYMENT,payment_issue
"the event was cancelled, how can I get a refund?",REFUNDS,get_refund
tell me if I can create more than one account with the same email,ACCOUNT,create_account
the event was cancelled and i wanna obtain a reimbusement,REFUNDS,get_refund
"I got an error message when I tried to pay, but my card was charged anyway, report it",PAYMENT,payment_issue
"I purchased an item, what can i do to modify my order?",ORDER,change_order
"I want a reimbursement, what do I have to do to request one?",REFUNDS,get_refund
"I changed my mind, how can I close my user account?",ACCOUNT,delete_account
"my profile was hacked, can u recover it?",ACCOUNT,recover_password
"you're not helping, can I talk to someone?",CONTACT,contact_human_agent
"I've got no profile, I need help creating one",ACCOUNT,create_account
"i losg my invoices, what  should i do to view them?",INVOICES,check_invoices
I want information about requesting a bill,INVOICES,get_invoice
"I lost my invoice, help me see it",INVOICES,check_invoices
i wanna know how I can download some invoices,INVOICES,get_invoice
how can I talk to Client Service?,CONTACT,contact_customer_service
i have a problem making a payment with card and i want to notify it,PAYMENT,payment_issue
"I have an issue when trying to pay with card, how can I notify it?",PAYMENT,payment_issue
"i need help removing my fucking user account, please",ACCOUNT,delete_account
"I can't find my invoices, can you check them?",INVOICES,check_invoices
"I want to subscribe to the newsletter, tell me where I can do it",NEWSLETTER,newsletter_subscription
"I bought an item, help me change my purchase, please",ORDER,change_order
"I got an error message when I attempted to make a payment, but my card was charged anyway, what should I do to inform of it?",PAYMENT,payment_issue
"I'm not happy with the service, how do I file a consumer complaint?",FEEDBACK,complaint
can i create several accounts with the same email address?,ACCOUNT,create_account
"I want to download an invoice, can you tell me where I can do it?",INVOICES,get_invoice
how can I update the information on my profile?,ACCOUNT,edit_account
"you aren't helping, how can I talk to a person?",CONTACT,contact_human_agent
"I want to use my other online account, I neerd help changing them",ACCOUNT,switch_account
"I don't understand you, what should I do to contact someone?",CONTACT,contact_human_agent
"i got an error message when i attempted to make a payment, but i was charged anyway, can u inform of it?",PAYMENT,payment_issue
ask alexa how i can notify a payment problem,PAYMENT,payment_issue
can I reset my fucking password?,ACCOUNT,recover_password
"I have a problem paying for my online order, how can I inform of it?",PAYMENT,payment_issue
"I would like to view the status of my refund, could you help me, please?",REFUNDS,track_refund
"I have a problem paying for my online order, can I  report it?",PAYMENT,payment_issue
I want to make a purchase,ORDER,place_order
i waanna know whatthe email address of the Client Service is,CONTACT,contact_customer_service
can u ask alexa if i can report a problem making a payment?,PAYMENT,payment_issue
i have a problem making a payment and i want to report it,PAYMENT,payment_issue
"I'd like to retrieve my password, can you help me?",ACCOUNT,recover_password
"please, could u ask alexa if I could see some invoices?",INVOICES,get_invoice
tell me what payment optins you accept,PAYMENT,check_payment_methods
"I want a refund, what do I have to do to obtain one?",REFUNDS,get_refund
"i wanna know where I could see a fucking bill, please",INVOICES,get_invoice
i changed my mind and i want to cancel my account,ACCOUNT,delete_account
"i want to lodge an opinion for a service, what should i do?",FEEDBACK,review
can u ask alexa how i can inform of a payment prolem?,PAYMENT,payment_issue
i wanna inform of a problem with my payment,PAYMENT,payment_issue
how can I see your reimbursement policy?,REFUNDS,check_refund_policy
i need help filing a complaint,FEEDBACK,complaint
"I lost my invoice, can I view it?",INVOICES,check_invoices
i want to contact a human agent,CONTACT,contact_human_agent
"I get an error message when I attempt to make a payment for my order, what should I do?",PAYMENT,payment_issue
"i want an account, help me open ine",ACCOUNT,create_account
"i wanna file a complaint, what can i do?",FEEDBACK,complaint
"I got an error message when I attempted to pay, but my card was charged anyway, how can I inform of it?",PAYMENT,payment_issue
ask alexa if there is someone available,CONTACT,contact_human_agent
how do I lodge a complaint ?,FEEDBACK,complaint
"i havent got a profile, can i create one?",ACCOUNT,create_account
"im happy with the service, what can i do to make a review?",FEEDBACK,review
"the event was cancelled, can I obtain a refund?",REFUNDS,get_refund
"I have no account, what do I have to do to register?",ACCOUNT,create_account
how do I check my packages?,ORDER,track_order
"i have an issue when trying to pay for my online order, how do i inform of it?",PAYMENT,payment_issue
"I have a problem when trying to make a payment with card, help me inform of it",PAYMENT,payment_issue
"I purchased an item, what do I have to do to modify my purchase?",ORDER,change_order
"my online account was hacked, how can i get it back?",ACCOUNT,recover_password
I need inforation about my bill,INVOICES,check_invoices
I want to get information about obtaining some bills,INVOICES,get_invoice
"i wanna check my invoices , what can i do?",INVOICES,check_invoices
how do I update my profile?,ACCOUNT,edit_account
track my shipments,ORDER,track_order
I need help leaving a review,FEEDBACK,review
whats the phone number to contact Customer Service?,CONTACT,contact_customer_service
"I want to view the status of my reimbursement, can you help me?",REFUNDS,track_refund
"i need an account, how can i create one?",ACCOUNT,create_account
"I got an error message when I attempted to pay, but I was charged anyway, can you notify it?",PAYMENT,payment_issue
can I view your payment options?,PAYMENT,check_payment_methods
help me create a user account,ACCOUNT,create_account
how do I request some nivoices?,INVOICES,get_invoice
"please, ask alexa how i can talk to a human",CONTACT,contact_human_agent
"i can't find my bill , i need help viewing it",INVOICES,check_invoices
how can i inform of a payment problem?,PAYMENT,payment_issue
"i want to download a bill, tell me where I can do it",INVOICES,get_invoice
"I've got no account, I need help creating one",ACCOUNT,create_account
i want to know something about downloading some invoices,INVOICES,get_invoice
"I want a reimbursement, can you help me?",REFUNDS,get_refund
ask alexa if i can contact a human,CONTACT,contact_human_agent
"I have an issue paying for my online order, how do I report it?",PAYMENT,payment_issue
"I don't have a shipping address, help me set it up",SHIPPING,set_up_shipping_address
"I need information, help me send an email to Customer Service",CONTACT,contact_customer_service
show me my invouce,INVOICES,check_invoices
"I have a question, could I send an email to Customer Service?",CONTACT,contact_customer_service
can you tepl me if I can have several online accounts?,ACCOUNT,create_account
"I get an error when I attempt to make a payment for my order, what can I do?",PAYMENT,payment_issue
"I have an issue when trying to pay for my online order, how do I inform of it?",PAYMENT,payment_issue
"I have a question, help me talk to Client Service",CONTACT,contact_customer_service
is it possible to modify my order?,ORDER,change_order
"I want to download a bill, can you tell me how to do it?",INVOICES,get_invoice
I'm having reigstration issues,ACCOUNT,registration_problems
"I don't have an online account, can I register?",ACCOUNT,create_account
how can i change my shipping address?,SHIPPING,change_shipping_address
"I purchased something, help me change my order",ORDER,change_order
how to speak with a human agent,CONTACT,contact_human_agent
"I forgot my account password, help me retrieve it",ACCOUNT,recover_password
"I get an error when I attempt to pay, what can I do?",PAYMENT,payment_issue
"I got a error when I tried to pay, but I was charged anyway, what should I do to notify it?",PAYMENT,payment_issue
how do I report a problem making a payment?,PAYMENT,payment_issue
"I want to inform of a payment problem, can you help me ?",PAYMENT,payment_issue
"please, could you tell me if i could create two user accounts with a single email?",ACCOUNT,create_account
"i wanna get a bill, can you tell me how I can do it?",INVOICES,get_invoice
"I have an issue making a payment, what do I have to do to report it?",PAYMENT,payment_issue
how could i speak with a human agent?,CONTACT,contact_human_agent
"could you ask Alexa were I could check the fucking status of my refund, please?",REFUNDS,track_refund
"I don't like the service, how can I lodge a consumer complaint?",FEEDBACK,complaint
"I got an error when I attempted to pay, but I was charged anyway, I need help informing of it",PAYMENT,payment_issue
"please, could u ask alexa where i could track my fucking purchase?",ORDER,track_order
"I don't want my online account, how do I cancel it?",ACCOUNT,delete_account
can I register more than one profile with the same email address?,ACCOUNT,create_account
the event was cancelled and i want to get a refund,REFUNDS,get_refund
could u ask alexa how to retrieve my password ?,ACCOUNT,recover_password
I wanna know if you have a newsletter to stay up-to-date,NEWSLETTER,newsletter_subscription
"I have an issue when trying to make a payment, help me inform of it",PAYMENT,payment_issue
help me obtain some invoices,INVOICES,get_invoice
I had issues when trying to sign up,ACCOUNT,registration_problems
"please, could u ask alexa how to ese the fucking status of my refund?",REFUNDS,track_refund
"the event was cancelled , help me request a reimbursement",REFUNDS,get_refund
"I want to report an issue paying, can you help me?",PAYMENT,payment_issue
can you tell me what the mail of Client Service is?,CONTACT,contact_customer_service
"i have no online acconut, can i create one?",ACCOUNT,create_account
"I want to cancel my online account, where can I do it?",ACCOUNT,delete_account
"help me update my fucking profile, please",ACCOUNT,edit_account
"I need an online account, how can I create one?",ACCOUNT,create_account
tell me about obtaining an invoice,INVOICES,get_invoice
ask alexa if i could solve a fucking problem paying,PAYMENT,payment_issue
I have no profile and I want to create one,ACCOUNT,create_account
"i forgot my password, i need help resetting it",ACCOUNT,recover_password
"I got an error when I tried to make a payment, but my card was charged anyway, can I inform of it?",PAYMENT,payment_issue
can i remove my user account?,ACCOUNT,delete_account
can u show me information about my invoice?,INVOICES,check_invoices
ask alexa how to edit my profile,ACCOUNT,edit_account
could you ask Alexa if I can update the information on my profile?,ACCOUNT,edit_account
what information can u tell me about seeing a bill?,INVOICES,get_invoice
"I don't want my account, can you delete it?",ACCOUNT,delete_account
"I don't like the service, what should I do to make a consumer complaint?",FEEDBACK,complaint
"I have a question, call Customer Support",CONTACT,contact_customer_service
"someone stole my password, what do I have to do  to recover it ?",ACCOUNT,recover_password
"I want to see your money back guarantee, what do I have to do?",REFUNDS,check_refund_policy
can you show me the ticket delivery options?,DELIVERY,delivery_options
"I have an issue making a payment with card, what should I do to inform of it?",PAYMENT,payment_issue
help me report an issue with my payment,PAYMENT,payment_issue
"please, can u show me my invoices?",INVOICES,check_invoices
can u ask alexa what the mail address of client service is?,CONTACT,contact_customer_service
I had problems creating an account,ACCOUNT,registration_problems
"you aren't helping, what should I do to talk to someone?",CONTACT,contact_human_agent
"I wanna see some invoices, tell me how to do it, please",INVOICES,get_invoice
I need help viewing your money back policy,REFUNDS,check_refund_policy
"please, ask Alexa how I could know where my order is",ORDER,track_order
"I need an account, how do I open one?",ACCOUNT,create_account
"i want to know the status of my refund and i want to track it, please",REFUNDS,track_refund
"I changed my mind, I need help removing my profile",ACCOUNT,delete_account
how can I check your refund policy?,REFUNDS,check_refund_policy
how can I check my bill?,INVOICES,check_invoices
I want to ask for information about downloading an invoice,INVOICES,get_invoice
"i want to make a comment, what can i do?",FEEDBACK,review
"id like to ask for information about changing my purchase, please",ORDER,change_order
"I want to check the status of my order, what do I have to do?",ORDER,track_order
"i have an issue when trying to pay, can u help me?",PAYMENT,payment_issue
can you show me the phone number of Client Service?,CONTACT,contact_customer_service
"i have a problem when trying to make a payment, can u inform of it?",PAYMENT,payment_issue
I wanna check my package,ORDER,track_order
"my shipping address has changed, hat can Ido?",SHIPPING,change_shipping_address
"my fucking online account was hacked and i wanna recover it, please",ACCOUNT,recover_password
ask alexa how I can know where my shipment is,ORDER,track_order
"I have no account, what do I have to do?",ACCOUNT,create_account
"I want to download an invoice, tell me where I can do it",INVOICES,get_invoice
"i wanna see the status of my reimbursement, what can  i do, please?",REFUNDS,track_refund
I need help viewing the status of my order,ORDER,track_order
"i got an error message when i tried to pay, but my card was charged anyway and i want to inform of it",PAYMENT,payment_issue
I want to know what the mail address to  contact Customer Service is,CONTACT,contact_customer_service
where to file a complaint,FEEDBACK,complaint
"I bought something, what should I do to modify my purchase?",ORDER,change_order
"I wanna change my order, tell me how I can do it",ORDER,change_order
"i need a user account, what should i do?",ACCOUNT,create_account
is it possible to get a bill ?,INVOICES,get_invoice
"I'd like to report a payment issue, what do I have to do?",PAYMENT,payment_issue
"I purchased an item, what should I do to change my order?",ORDER,change_order
"I don't have an account, what can I do to register?",ACCOUNT,create_account
how do I track my deliveries?,ORDER,track_order
"i got an error message when i tried to pay, but my card was charged anyway, report it",PAYMENT,payment_issue
"I lost my bill, how can I view it?",INVOICES,check_invoices
how can I report payment problems?,PAYMENT,payment_issue
I have a problem when trying to pay for my order and I want to report it,PAYMENT,payment_issue
"i have an issue when trying to make a payment, could u report it, please?",PAYMENT,payment_issue
can you tell me how I can download an invoice?,INVOICES,get_invoice
"an error message pops when I attempt to pay with card, what do I have to do?",PAYMENT,payment_issue
"I have a problem paying for my order, what do I have to do to inform of it?",PAYMENT,payment_issue
"I have no profile, what should I do to create one?",ACCOUNT,create_account
I need help viewing your payment methods,PAYMENT,check_payment_methods
can you give me informationabout the email address of the Customer Service?,CONTACT,contact_customer_service
how to send an email to customer service,CONTACT,contact_customer_service
"I forgot my password, can you help me?",ACCOUNT,recover_password
"please, i want to know if i can create several fucking online accounts witha single email address",ACCOUNT,create_account
"I want to change my order, tell me how I can do it",ORDER,change_order
can you tell me if I can see some bills?,INVOICES,get_invoice
"I have a problem when trying to pay for my order, can I report it?",PAYMENT,payment_issue
"ask Alexa how to notify an issue with my payment, please",PAYMENT,payment_issue
show me the email to contact Client Service,CONTACT,contact_customer_service
tell me where I can track my shipment,ORDER,track_order
There's an issue with the registration,ACCOUNT,registration_problems
information about getting some invoices,INVOICES,get_invoice
"I don't like the service, could you file a consumer complaint, please?",FEEDBACK,complaint
receive  the newsletter,NEWSLETTER,newsletter_subscription
"please, can u ask alexa where to notify fucking problems with my payment?",PAYMENT,payment_issue
can you tell me how to obtain a bill?,INVOICES,get_invoice
how to close my account,ACCOUNT,delete_account
I want to inform of a problem paying,PAYMENT,payment_issue
I need help checking the status off my reimbursement,REFUNDS,track_refund
can u ask alexa for information about obtaining an invoice?,INVOICES,get_invoice
"I got an error message when I attempted to pay, but I was charged anyway, can I inform of it?",PAYMENT,payment_issue
"you aren't helping, speak with a human agent",CONTACT,contact_human_agent
"I'm not happy with the service, how can I lodge a complaint?",FEEDBACK,complaint
"I have no online account, can you open one?",ACCOUNT,create_account
"i wanna know the status of my refund, what should i do?",REFUNDS,track_refund
"i wanna close my user account, where can i do it?",ACCOUNT,delete_account
"I've got no profile, what should I do?",ACCOUNT,create_account
"an eror message pops when I try to pay, what do I have to do?",PAYMENT,payment_issue
"please , could u ask alexa where to report fucking issues making a payment?",PAYMENT,payment_issue
how to check my bill,INVOICES,check_invoices
"i got an error message when i attempted to pay, but my card was charged anyway",PAYMENT,payment_issue
"my profile's been hacked, what can I do to recover it?",ACCOUNT,recover_password
"im not happy with the service, what should i do to file a consumer complaint ?",FEEDBACK,complaint
sak alexa how to leave a review,FEEDBACK,review
i anna notify an issue paying,PAYMENT,payment_issue
I found a problem when trying to create an account,ACCOUNT,registration_problems
can u ask alexa if i can send an email to ucstomer support?,CONTACT,contact_customer_service
someone stole my account password and I want to recover it,ACCOUNT,recover_password
i want to see the phone number to contact Customer Service,CONTACT,contact_customer_service
"my user account was hacked, how do I recover it?",ACCOUNT,recover_password
show me the options for ticket delivery,DELIVERY,delivery_options
"I'm discontent  with the service, submit a complaint",FEEDBACK,complaint
can i request an reimbursement?,REFUNDS,get_refund
"I want to use my other user account, can you switch them?",ACCOUNT,switch_account
"my fucking online account has been hacked, can I get it back?",ACCOUNT,recover_password
"please, ask Alexa how I can contact Cutomer Support",CONTACT,contact_customer_service
show me the email of Customer Service,CONTACT,contact_customer_service
"my user account's been hacked, how do i get it back?",ACCOUNT,recover_password
I need help closing my profile,ACCOUNT,delete_account
"I am happy with the service, make a comment, please",FEEDBACK,review
"i have no profile, help me create one",ACCOUNT,create_account
sak alexaz how i can make a purchase,ORDER,place_order
"youre not helping and i wanna speak with a human, please",CONTACT,contact_human_agent
can u ask alexa whats the delivery period for my tickets?,DELIVERY,delivery_period
"I get an error message when I try to pay for my online order, what do I have to do?",PAYMENT,payment_issue
is there a free number to contact Customer Support?,CONTACT,contact_customer_service
tell me where to check my package,ORDER,track_order
can you tell me where I can change my purchase?,ORDER,change_order
I need help solving an issue making a payment,PAYMENT,payment_issue
how do I check the status of my order?,ORDER,track_order
was my reimbursement processed ?,REFUNDS,track_refund
how can I write a comment for a service?,FEEDBACK,review
"I lost my invoice, I need help checking it",INVOICES,check_invoices
"i wanna modify my order, tell me where to do it",ORDER,change_order
"i have an issue when trying to make a payment with card, what do i have to do to notify it?",PAYMENT,payment_issue
I want to check your refund policy,REFUNDS,check_refund_policy
can you tell me if I can create several online accounts with the same email address?,ACCOUNT,create_account
I want to request information about requesting a bill,INVOICES,get_invoice
"I got an error when I tried to make a payment, but I was charged anyway, how can I report it?",PAYMENT,payment_issue
I want to know if my refund was processed,REFUNDS,track_refund
"I have no account, help me register",ACCOUNT,create_account
"could u show me the free phone number of client service, please?",CONTACT,contact_customer_service
"I want to ge a bill, tell me how to do it",INVOICES,get_invoice
"I have an issue when trying to pay, I need help reporting it",PAYMENT,payment_issue
"I get an error message when I try to pay for my online order, what can I do?",PAYMENT,payment_issue
you aren't helping and I want to contact someone,CONTACT,contact_human_agent
tell me how I can track my shipment,ORDER,track_order
"the show was postponed, what should i do to obtain a reimbursement?",REFUNDS,get_refund
i want to know if i can register more than one profile with a single email address,ACCOUNT,create_account
i need help viewing your refund  policy,REFUNDS,check_refund_policy
"ask Alexa how I could modify my shipping address, please",SHIPPING,change_shipping_address
can I create two online accounts with a single email?,ACCOUNT,create_account
help me inform of a problem with my payment,PAYMENT,payment_issue
"ive got no online account, register",ACCOUNT,create_account
can you tell me where to subscribe to the newsletter?,NEWSLETTER,newsletter_subscription
"please, show me the mail to contact Customer Service",CONTACT,contact_customer_service
help me request a reimbursement,REFUNDS,get_refund
can u ask alexa to give me information about my invoices?,INVOICES,check_invoices
"the show was cancelled, what can I do to get a refund?",REFUNDS,get_refund
"the concert was postponed, can I get a refund?",REFUNDS,get_refund
"I want to report an issue paying, what should I do?",PAYMENT,payment_issue
"an error pops when I attempt to make a payment for my order, cvan you help ne?",PAYMENT,payment_issue
"I'm happy with the service, I need help filing a cdomment",FEEDBACK,review
"I'm happy with the service, what can I do to file a comment?",FEEDBACK,review
i wanna know something about getting some bills,INVOICES,get_invoice
"i have a question, what can i do to contact customer support?",CONTACT,contact_customer_service
I want a user account,ACCOUNT,create_account
can you give me information about the email of the Customer Servbice ?,CONTACT,contact_customer_service
"u are not helping, what do i have to do to speak with a human agent?",CONTACT,contact_human_agent
ask alexa to give me information about the delivery options,DELIVERY,delivery_options
"please, ask alexa what the fucking phone number to contact client service is",CONTACT,contact_customer_service
"I purchased an item, how can I change my purchase?",ORDER,change_order
"I don't have an account, help me register",ACCOUNT,create_account
where can I see my invoice?,INVOICES,check_invoices
"I want information, send an email to Client Service",CONTACT,contact_customer_service
I changed my mind and I want to close my online account,ACCOUNT,delete_account
"I want information, what can I do to speak with Customer Service?",CONTACT,contact_customer_service
can youshow me the email of the Client Service?,CONTACT,contact_customer_service
can I change to another profile?,ACCOUNT,switch_account
help me view my invoices,INVOICES,check_invoices
can u show me the free number of client service?,CONTACT,contact_customer_service
"I got an error message when I attempted to make a payment, but my card was charged anyway, what can I do?",PAYMENT,payment_issue
"could u ask Alexa what my order of my fucking package is, please?",ORDER,track_order
i need hdlp talking to customer service,CONTACT,contact_customer_service
can you tell me if I can register several profiles with a single email address?,ACCOUNT,create_account
"i have a problem paying for my online order, what should i do to report it?",PAYMENT,payment_issue
I want to see the mail to contact Customer Support,CONTACT,contact_customer_service
I want to check the ticket delivery options,DELIVERY,delivery_options
"I'm not happy with the service, what should I do to make a consumer complaint?",FEEDBACK,complaint
"I got an error when I tried to pay, but my card was charged anyway, what can I do to inform of it?",PAYMENT,payment_issue
can you tell me what the email of the Customer Service is?,CONTACT,contact_customer_service
"I don't want my account, how do I remove it?",ACCOUNT,delete_account
tell me if I can create two profiles with the same email,ACCOUNT,create_account
"I don't want my account, what can I do to remove it?",ACCOUNT,delete_account
"please, can u ask alexa how i can set up my shipping address?",SHIPPING,set_up_shipping_address
"the event was cancelled, what do I have to do to request a reimbursement?",REFUNDS,get_refund
tell me what the phone number of Customer Support is,CONTACT,contact_customer_service
"I want o set up my shipping address, what do I have to do?",SHIPPING,set_up_shipping_address
were to report issues making a payment,PAYMENT,payment_issue
"help mew switch to another online account, please",ACCOUNT,switch_account
"I don't understand you, can you contact a person?",CONTACT,contact_human_agent
I want to know about changing my order,ORDER,change_order
"the game was postponed, can I get a reimbursement?",REFUNDS,get_refund
"i have a problem when trying to make a payment, can i notify it?",PAYMENT,payment_issue
can u ask Alexa how I could know where my packages are?,ORDER,track_order
how can I speak with Client Service?,CONTACT,contact_customer_service
can you tell me what the email address of the Customer Service is?,CONTACT,contact_customer_service
can u ask alexa how to open a user account?,ACCOUNT,create_account
"you arent helping and id like to speak with someone, please",CONTACT,contact_human_agent
"the show was postponed, what can I do to get a reimbursement?",REFUNDS,get_refund
"u are not helping, how do i contact a human agent?",CONTACT,contact_human_agent
can I check the delivery options?,DELIVERY,delivery_options
"I have a problem when trying to make a payment, I need help notifying it",PAYMENT,payment_issue
I'm interested in your money back guarantee,REFUNDS,check_refund_policy
"i have a question, what do i have to do to contact client service?",CONTACT,contact_customer_service
how do I solve payment issues?,PAYMENT,payment_issue
"I want to check my packages, tell me where I can do it",ORDER,track_order
tell me if I can check my deliveries,ORDER,track_order
information about the options for ticket delivery,DELIVERY,delivery_options
"please, ask Alexa to show me their payment methods",PAYMENT,check_payment_methods
can you tell me what the free phone number to contact Client Service is?,CONTACT,contact_customer_service
"you're not helping, what should I do to speak with someone?",CONTACT,contact_human_agent
"I want to view the delivery options, what can I do?",DELIVERY,delivery_options
ask alexa if i can remove my profile,ACCOUNT,delete_account
"i dont have an onlineaccount, create one",ACCOUNT,create_account
"I got an  error message when I attempted to make a payment, but I was charged anyway, I need help informing of it",PAYMENT,payment_issue
"ask alexa about my bills, please",INVOICES,check_invoices
"I can't find my invoice, what can I do to check it?",INVOICES,check_invoices
"the show was cancelled, can i request a reimbursement?",REFUNDS,get_refund
"I got an error message when I attempted to make a payment, but I was charged anyway, what can I do?",PAYMENT,payment_issue
"I don't understand you, talk to a human",CONTACT,contact_human_agent
can I solve a problem making a payment?,PAYMENT,payment_issue
can u ask alerxa to create a user account?,ACCOUNT,create_account
"youre not helping, help me speak with a human",CONTACT,contact_human_agent
"I got an error message when I tried to make a paymnt, but I was charged anyway, I need help reporting it",PAYMENT,payment_issue
"i wanna track my fucking order, could oyu tell me how yo do it, please?",ORDER,track_order
"I want information, can I talk to Customer Support?",CONTACT,contact_customer_service
"the event was postponed , heop me obtain a refund",REFUNDS,get_refund
"I have no account, can you open one?",ACCOUNT,create_account
I want to see the mail address of the Customer Service,CONTACT,contact_customer_service
"i need help solving issues making a payment, please",PAYMENT,payment_issue
ask Alexa where I could check the status of my refund,REFUNDS,track_refund
"i wanna know if i could create several online accounts with the same email address, please",ACCOUNT,create_account
"please, could you tell me if i could modify my fucking purchase?",ORDER,change_order
can u ask Alexa if I can receive the newsletter?,NEWSLETTER,newsletter_subscription
"I got an error when I tried to pay, but I was charged anyway, can I notify it?",PAYMENT,payment_issue
can u ask alexa where to report issues with my payment?,PAYMENT,payment_issue
the show was postponed and i wanna obtain a refund,REFUNDS,get_refund
I want to know if you have a newsletter to stay up-to-date,NEWSLETTER,newsletter_subscription
"i want a refund, can u help me?",REFUNDS,get_refund
tell me if I can download an invoice,INVOICES,get_invoice
tell me if I can check my shipments,ORDER,track_order
"i can't find my invoices, how can i check them?",INVOICES,check_invoices
"I can't find my bills, what should I do to see them?",INVOICES,check_invoices
"I want to request some invoices, can you tell me how I can do it?",INVOICES,get_invoice
